fill_na,Sim_Metric,Components,k_neighboors,mae_test,mse_test,elapsed_time
mean,cosine,6.0,2.0,1.0235571224852282,1.0072623262096354,0.19824004173278809
mean,cosine,6.0,5.0,0.9589627407568999,0.9711480562525224,0.22281289100646973
mean,cosine,6.0,12.0,0.9407126881263301,0.9605989075922627,0.23063993453979492
mean,cosine,6.0,27.0,0.9385832282538512,0.9590954872144906,0.31226372718811035
mean,cosine,6.0,61.0,0.9432341718633604,0.9617893802890113,0.4360368251800537
mean,cosine,6.0,139.0,0.9520814154388466,0.9678760974143157,0.7542519569396973
mean,cosine,6.0,316.0,0.972671551774469,0.9800247716533815,1.6188478469848633
mean,cosine,14.0,1.0,1.1368672483216231,1.0576886441354916,0.18758893013000488
mean,cosine,14.0,2.0,1.0172195658445864,1.0022329642538832,0.19394874572753906
mean,cosine,14.0,5.0,0.9561548335921833,0.9693675249333745,0.22395586967468262
mean,cosine,14.0,12.0,0.9396844819999487,0.9608158091701487,0.24686884880065918
mean,cosine,14.0,27.0,0.9394629298044596,0.960253454197973,0.3076319694519043
mean,cosine,14.0,61.0,0.9454178283751528,0.9636651514650295,0.4515371322631836
mean,cosine,14.0,139.0,0.954273797288574,0.969508885281002,0.802426815032959
mean,cosine,14.0,316.0,0.9751794353204316,0.9821952272670714,1.579422950744629
mean,cosine,35.0,1.0,1.1260398956104452,1.0490455762025204,0.1967487335205078
mean,cosine,35.0,2.0,1.0214150357545033,1.002565830652881,0.19813895225524902
mean,cosine,35.0,5.0,0.9609117165702595,0.9717592894573555,0.2319478988647461
mean,cosine,35.0,12.0,0.9419608145703062,0.9619434765566518,0.2576010227203369
mean,cosine,35.0,27.0,0.9412649557409796,0.9607772142598529,0.32238197326660156
mean,cosine,35.0,61.0,0.9468165432611396,0.9641827848712292,0.4673120975494385
mean,cosine,35.0,139.0,0.9556209556896841,0.9700618047422551,0.8016581535339355
mean,cosine,35.0,316.0,0.9756245784153924,0.9823954571222734,1.7484729290008545
mean,cosine,85.0,1.0,1.1368722308633015,1.0471242358243145,0.206679105758667
mean,cosine,85.0,2.0,1.0242043668200864,1.0005567104235507,0.22383689880371094
mean,cosine,85.0,5.0,0.9622681902077539,0.9712929335654176,0.23981809616088867
mean,cosine,85.0,12.0,0.9438726758978956,0.9610327729475288,0.28148603439331055
mean,cosine,85.0,27.0,0.9401793393884862,0.9598926416352029,0.31781697273254395
mean,cosine,85.0,61.0,0.943326934202186,0.962599672604476,0.4726119041442871
mean,cosine,85.0,139.0,0.9521947846484143,0.9685794660783136,0.8416979312896729
mean,cosine,85.0,316.0,0.9729690435433697,0.981372302353494,1.6466619968414307
mean,cosine,206.0,1.0,1.1398822456800461,1.0554501004681613,0.23909616470336914
mean,cosine,206.0,2.0,1.0204707345347714,1.0024813926943577,0.2514948844909668
mean,cosine,206.0,5.0,0.9524987397578609,0.9680606141823349,0.27196192741394043
mean,cosine,206.0,12.0,0.9353437728465384,0.9583060964912664,0.3111698627471924
mean,cosine,206.0,27.0,0.9329055656097238,0.9573218853020533,0.37906527519226074
mean,cosine,206.0,61.0,0.937357920023756,0.9603025966341548,0.5297350883483887
mean,cosine,206.0,139.0,0.947511665508347,0.9667829643937875,0.9662582874298096
mean,cosine,206.0,316.0,0.9698998679843407,0.9803395296115289,1.9169631004333496
mean,cosine,501.0,1.0,1.149227837259931,1.0641495503939902,0.5246660709381104
mean,cosine,501.0,2.0,1.0222486204776953,1.0014233998472786,0.4233818054199219
mean,cosine,501.0,5.0,0.9552134905809363,0.9685245388469378,0.4945528507232666
mean,cosine,501.0,12.0,0.9333145000684882,0.9579214324078564,0.652846097946167
mean,cosine,501.0,27.0,0.9290086156168353,0.9551350493310733,0.7374939918518066
mean,cosine,501.0,61.0,0.9332635777553903,0.9584756337650883,0.9819169044494629
mean,cosine,501.0,139.0,0.9444107782909549,0.9650815218668436,1.7011446952819824
mean,cosine,501.0,316.0,0.9671765785530692,0.9786040339889076,6.004709959030151
